Gene stable ID	Gene % GC content	Gene name
ENSMUSG00000085298	47.18	F730035M05Rik
ENSMUSG00000083112	41.51	Gm14620
ENSMUSG00000000934	52.57	Top1mt
ENSMUSG00000056091	45.90	St3gal5
ENSMUSG00000105160	30.38	A530030E21Rik
ENSMUSG00000043384	41.39	Gprasp1
ENSMUSG00000076940	48.37	Iglv2
ENSMUSG00000113831	38.22	Gm49602
ENSMUSG00000020561	38.91	Polr1f
ENSMUSG00000098339	67.19	Mir6977
ENSMUSG00000044526	68.41	Znrf4
ENSMUSG00000050742	36.91	Olfr164
ENSMUSG00000110218	54.47	Tincr
ENSMUSG00000089036	38.89	Gm22158
ENSMUSG00002075049	57.27	
ENSMUSG00000050158	38.70	Olfr165
ENSMUSG00000065182	52.94	Gm25138
ENSMUSG00000062432	53.39	Cyp26c1
ENSMUSG00000097984	46.03	Gm8167
ENSMUSG00000109893	43.56	Gm9655
ENSMUSG00000077172	50.00	Gm25762
ENSMUSG00000119573	45.45	Gm23529
ENSMUSG00000112076	53.19	Gm9368
ENSMUSG00000056822	35.45	Olfr166
ENSMUSG00000114064	46.47	Gm9370
ENSMUSG00000000303	47.03	Cdh1
ENSMUSG00000114082	37.30	Gm40383
ENSMUSG00000052752	52.03	Traf7
ENSMUSG00000106094	47.83	Gm18916
ENSMUSG00000106264	46.30	Mir7646
ENSMUSG00000046518	56.21	Ferd3l
ENSMUSG00000088464	50.96	Mir1970
ENSMUSG00000024987	52.71	Cyp26a1
ENSMUSG00000085396	43.70	Firre
ENSMUSG00000046561	39.71	Arsj
ENSMUSG00000045341	35.49	Olfr167
ENSMUSG00000035799	58.68	Twist1
ENSMUSG00000085523	51.01	Gm15945
ENSMUSG00000061361	36.47	Olfr168
ENSMUSG00000025323	38.46	Sp4
ENSMUSG00000090427	38.72	Gm17225
ENSMUSG00000014313	42.47	Cox6c
ENSMUSG00000105695	40.72	Gm43327
ENSMUSG00000105233	54.33	Gm20568
ENSMUSG00000068535	35.72	Olfr169
ENSMUSG00000117989	46.94	Gm9066
ENSMUSG00000074513	40.22	Arfip1
ENSMUSG00000087963	51.88	Gm25394
ENSMUSG00000024472	43.57	Dcp2
ENSMUSG00000077360	45.90	Gm23482
ENSMUSG00000117939	47.54	Gm9067
ENSMUSG00000036875	47.97	Dna2
ENSMUSG00000118115	43.06	Gm4757
ENSMUSG00000049115	43.05	Agtr1a
ENSMUSG00000052504	36.09	Epha3
ENSMUSG00000119869	42.99	Gm25577
ENSMUSG00000113875	45.88	D230030E09Rik
ENSMUSG00000101823	43.21	Gm29438
ENSMUSG00000108709	43.18	4933431G14Rik
ENSMUSG00000114034	47.77	Gm9267
ENSMUSG00000113546	48.30	Gm18441
ENSMUSG00000108371	44.84	Gm38832
ENSMUSG00000032946	53.39	Rasgrp2
ENSMUSG00002076723	41.21	7SK
ENSMUSG00000037627	41.58	Rgs22
ENSMUSG00000113633	43.12	Gm29689
ENSMUSG00000037621	52.92	Atoh8
ENSMUSG00000113169	48.37	Gm6171
ENSMUSG00000048562	50.43	Sp8
ENSMUSG00000034456	49.61	Uroc1
ENSMUSG00000072964	40.72	Bhlhb9
ENSMUSG00000113424	45.61	Gm48161
ENSMUSG00000072791	39.76	Abcb5
ENSMUSG00000118398	44.42	Gm19334
ENSMUSG00000083882	47.80	Gm11369
ENSMUSG00000113823	53.07	Gm270
ENSMUSG00000114073	44.45	Gm30302
ENSMUSG00000100594	41.47	2810414N06Rik
ENSMUSG00000031711	41.74	Zfp330
ENSMUSG00000071856	43.08	Mcc
ENSMUSG00000082528	40.69	Gm15182
ENSMUSG00000028199	46.05	Cryz
ENSMUSG00000082012	52.66	Gm5257
ENSMUSG00000054156	44.33	Gm4894
ENSMUSG00000038462	41.46	Uqcrfs1
ENSMUSG00000099996	42.69	Gm29065
ENSMUSG00000032259	45.95	Drd2
ENSMUSG00002075387	47.84	7SK
ENSMUSG00000092230	48.22	Gm18889
ENSMUSG00000101763	47.25	Gm29068
ENSMUSG00000048230	43.72	Fbxo43
ENSMUSG00000100827	39.59	Gm29069
ENSMUSG00000112995	48.31	Gm47977
ENSMUSG00000100553	38.09	Gm17751
ENSMUSG00000086263	39.67	4930519D14Rik
ENSMUSG00000114030	40.71	Gm18921
ENSMUSG00000069236	53.82	Gm7251
ENSMUSG00000025321	37.52	Itgb8
ENSMUSG00000098611	42.86	Mir6343
ENSMUSG00000113254	44.50	Gm272
ENSMUSG00000100534	39.58	Gm816
ENSMUSG00000064543	47.17	Gm22979
ENSMUSG00000113530	45.43	Gm8672
ENSMUSG00000102904	36.80	Gm38265
ENSMUSG00000032257	48.19	Ankk1
ENSMUSG00000022580	56.78	Rhpn1
ENSMUSG00002076350	51.06	5S_rRNA
ENSMUSG00000113333	46.78	Gm19011
ENSMUSG00000113782	45.22	Gm48009
ENSMUSG00000019699	36.84	Akt3
ENSMUSG00000093976	45.88	Gm8674
ENSMUSG00000094886	47.06	Gm10784
ENSMUSG00000114175	46.57	Gm48051
ENSMUSG00000031112	38.57	Stk26
ENSMUSG00000090497	41.49	Gm17611
ENSMUSG00000096065	44.58	Gm13155
ENSMUSG00000113963	47.33	Gm6554
ENSMUSG00000095386	38.03	Gm17662
ENSMUSG00000113312	47.65	Gm48052
ENSMUSG00000086130	43.69	Gm16211
ENSMUSG00000113888	47.56	LOC667541
ENSMUSG00000032352	45.60	Lrrc1
ENSMUSG00000062518	37.96	Zfp534
ENSMUSG00000113007	46.49	Gm8700
ENSMUSG00002076947	59.63	
ENSMUSG00000113921	38.29	Gm48054
ENSMUSG00000096521	52.75	Gm13137
ENSMUSG00000113227	41.97	4933433N18Rik
ENSMUSG00000081179	39.22	Gm13136
ENSMUSG00000109643	40.29	Gm31545
ENSMUSG00000083642	50.47	Gm13148
ENSMUSG00000113437	43.79	Gm47412
ENSMUSG00000001334	53.06	Fndc5
ENSMUSG00000047747	42.33	Rnf150
ENSMUSG00000097610	42.86	A930012L18Rik
ENSMUSG00000113718	46.07	Gm2645
ENSMUSG00000021180	39.76	Rps6ka5
ENSMUSG00000113480	45.78	Gm47413
ENSMUSG00000004266	50.61	Ptpn6
ENSMUSG00000117832	43.26	Gm50263
ENSMUSG00000069255	45.02	Dusp22
ENSMUSG00000107325	40.20	Gm43425
ENSMUSG00000034653	37.04	Ythdc2
ENSMUSG00000078495	38.57	Zfp984
ENSMUSG00000109600	50.96	Gm18212
ENSMUSG00000109876	44.94	Gm45449
ENSMUSG00000093594	39.88	Gm20707
ENSMUSG00000074228	62.75	Gm10645
ENSMUSG00000080059	55.40	Rps19-ps3
ENSMUSG00000059423	42.79	Zfp933
ENSMUSG00000041949	45.12	Tango6
ENSMUSG00000036131	42.14	Frmd7
ENSMUSG00000088992	33.67	Gm22769
ENSMUSG00000078612	42.69	Fyb2
ENSMUSG00000116722	44.21	Gm49627
ENSMUSG00000056366	50.75	Fabp3-ps1
ENSMUSG00000062245	36.40	Olfr170
ENSMUSG00000112743	46.46	Gm49358
ENSMUSG00000068167	38.24	Csnka2ip
ENSMUSG00000060480	35.54	Olfr171
ENSMUSG00000054027	47.03	Nt5dc3
ENSMUSG00000081905	50.00	Gm11370
ENSMUSG00000095300	46.61	Gm906
ENSMUSG00000045996	38.69	Polr2k
ENSMUSG00000116790	40.14	Gm49596
ENSMUSG00000050029	38.21	Rap2c
ENSMUSG00000059920	40.36	4930453N24Rik
ENSMUSG00000082556	42.47	Gm5387
ENSMUSG00002076704	59.63	
ENSMUSG00000114035	41.35	Gm31126
ENSMUSG00000047141	37.68	Zfp654
ENSMUSG00000036109	38.26	Mbnl3
ENSMUSG00000101136	43.32	Gm8739
ENSMUSG00000047591	64.95	Mafa
ENSMUSG00000075600	49.85	Zc3h3
ENSMUSG00000041247	38.08	Lamp3
ENSMUSG00000037816	47.88	Fbxw17
ENSMUSG00000118013	39.10	Gm31706
ENSMUSG00000083791	42.54	Gm12721
ENSMUSG00000118188	47.54	Gm50123
ENSMUSG00000089959	47.54	Gm16268
ENSMUSG00000028518	40.58	Prkaa2
ENSMUSG00000117929	45.73	Gm6663
ENSMUSG00000104391	32.16	Gm37960
ENSMUSG00000098244	45.30	Gm26928
ENSMUSG00000102133	36.42	Gm37106
ENSMUSG00000097945	52.32	Gm17799
ENSMUSG00000102749	32.44	Gm37598
ENSMUSG00000118034	59.71	Gm4839
ENSMUSG00000035459	44.89	Stab2
ENSMUSG00000054604	41.63	Cggbp1
ENSMUSG00000103163	38.13	Gm38146
ENSMUSG00000118143	47.08	Gm50124
ENSMUSG00000103646	38.16	Gm37706
ENSMUSG00000102427	35.05	Gm37463
ENSMUSG00000103633	47.00	Gm38328
ENSMUSG00000054477	39.39	Kcnn2
ENSMUSG00000097999	50.70	Gm9061
ENSMUSG00000097892	44.42	Gm26801
ENSMUSG00000116811	54.99	Gm16385
ENSMUSG00002076385	50.00	
ENSMUSG00000050783	39.70	Htr1f
ENSMUSG00000028517	46.41	Plpp3
ENSMUSG00000077416	45.80	Gm23747
ENSMUSG00000037617	46.26	Spag1
ENSMUSG00000089178	44.62	Gm22429
ENSMUSG00000063659	45.86	Zbtb18
ENSMUSG00000116833	43.05	Gm9584
ENSMUSG00000116687	44.19	Gm49629
ENSMUSG00002075473	58.18	
ENSMUSG00000116699	34.05	Gm49631
ENSMUSG00000081819	46.65	Gm12722
ENSMUSG00000083128	54.99	Gm12723
ENSMUSG00000082061	52.58	Gm12726
ENSMUSG00000031910	50.57	Has3
ENSMUSG00000022686	40.30	B3gnt5
ENSMUSG00002075274	45.66	7SK
ENSMUSG00000085790	46.33	Gm12729
ENSMUSG00000084876	51.45	Gm14965
ENSMUSG00000082768	54.04	Gm12727
ENSMUSG00000087933	61.95	Gm26047
ENSMUSG00002076517	62.61	
ENSMUSG00000081189	42.51	Hspd1-ps4
ENSMUSG00000086249	43.25	Gm12724
ENSMUSG00000099094	47.85	Gm19569
ENSMUSG00000082958	39.55	Gm12731
ENSMUSG00000098895	45.71	Gm21013
ENSMUSG00000087051	39.31	Gm12730
ENSMUSG00002076458	47.37	
ENSMUSG00000045098	43.57	Kmt5b
ENSMUSG00000044938	41.20	Klhl31
ENSMUSG00000104192	46.55	Gm37253
ENSMUSG00000082950	47.83	Btf3-ps10
ENSMUSG00000114559	44.95	Gm47429
ENSMUSG00000081350	53.18	Gm5388
ENSMUSG00000021908	48.72	Ncoa4-ps
ENSMUSG00000071909	49.43	Nutm2
ENSMUSG00002075057	51.81	
ENSMUSG00000113687	40.50	Gm49703
ENSMUSG00000081188	48.48	Gm14621
ENSMUSG00000113195	37.37	Gm48586
ENSMUSG00000029022	52.05	Miip
ENSMUSG00000111225	41.98	Gm47790
ENSMUSG00000046691	47.33	Chtf8
ENSMUSG00000103204	44.47	Gm38139
ENSMUSG00000113250	36.78	Gm48585
ENSMUSG00000110838	42.49	Gm47789
ENSMUSG00000111014	43.09	Gm47795
ENSMUSG00000102432	46.72	Gm29856
ENSMUSG00000113113	51.36	Gm2614
ENSMUSG00000102805	43.34	Gm37240
ENSMUSG00000031328	51.23	Flna
ENSMUSG00000064572	43.40	Gm25801
ENSMUSG00000040219	45.18	Ttc12
ENSMUSG00000103043	46.46	Gm37306
ENSMUSG00000119579	59.63	Mir683-1
ENSMUSG00000041886	37.12	Macc1
ENSMUSG00000113354	46.36	Gm20789
ENSMUSG00000102885	47.62	Gm37280
ENSMUSG00000119667	59.63	Mir683-2
ENSMUSG00000085625	46.39	Gm8813
ENSMUSG00000116980	50.16	Gm49597
ENSMUSG00000021356	46.60	Irf4
ENSMUSG00000103741	44.43	Gm38241
ENSMUSG00000075330	42.59	A930003A15Rik
ENSMUSG00000047819	39.95	Tigd4
ENSMUSG00000026049	39.54	Tex30
ENSMUSG00000056498	45.89	Tmem154
ENSMUSG00000113192	56.88	Gm18032
ENSMUSG00000004842	35.75	Pou1f1
ENSMUSG00000114186	43.35	Gm48681
ENSMUSG00000113091	49.63	Gm9279
ENSMUSG00000117748	47.33	Derpc
ENSMUSG00000114137	45.61	Gm48685
ENSMUSG00000112946	44.87	Gm9280
ENSMUSG00000113460	35.02	Gm48686
ENSMUSG00002075469	59.32	5S_rRNA
ENSMUSG00000031709	44.90	Tbc1d9
ENSMUSG00000073569	46.32	Gm10540
ENSMUSG00000078161	41.98	Erich3
ENSMUSG00000048004	36.03	Tmem196
ENSMUSG00000117844	43.72	Gm18652
ENSMUSG00000118074	40.34	Gm31907
ENSMUSG00000098284	39.90	A330093E20Rik
ENSMUSG00000032350	44.39	Gclc
ENSMUSG00000088201	47.62	Gm23754
ENSMUSG00000115811	46.84	Gm41293
ENSMUSG00000022280	40.33	Rnf19a
ENSMUSG00000118037	47.64	Gm50125
ENSMUSG00000088649	46.46	Gm26262
ENSMUSG00000104009	46.41	Gm38337
ENSMUSG00000098707	40.27	Gm27236
ENSMUSG00000033949	42.12	Trim36
ENSMUSG00000092522	42.14	Gm20389
ENSMUSG00000021185	45.90	Dglucy
ENSMUSG00000116712	41.23	Gm49598
ENSMUSG00000037270	37.08	4932438A13Rik
ENSMUSG00002075497	55.88	
ENSMUSG00000004843	40.07	Chmp2b
ENSMUSG00000113515	49.25	Gm29675
ENSMUSG00000096641	44.31	Gm904
ENSMUSG00000111253	45.43	Gm34654
ENSMUSG00000111250	41.27	Gm47818
ENSMUSG00000111580	37.87	Gm19572
ENSMUSG00000098457	48.74	Mir8097
ENSMUSG00000115162	49.77	Gm9501
ENSMUSG00000110724	44.45	Gm47824
ENSMUSG00000043008	41.33	Klhl6
ENSMUSG00000070583	47.10	Fv1
ENSMUSG00000068579	54.90	Rpl7a-ps3
ENSMUSG00000103616	60.20	1700018A14Rik
ENSMUSG00000115715	44.21	Gm33936
ENSMUSG00002076726	59.63	
ENSMUSG00000094918	46.55	Gm8765
ENSMUSG00000024477	41.45	Pggt1b
ENSMUSG00000115278	48.46	Gm34150
ENSMUSG00000023345	50.93	Poc1a
ENSMUSG00000114981	43.08	Gm34093
ENSMUSG00000115395	46.01	Gm49224
ENSMUSG00000040928	41.09	S100pbp
ENSMUSG00000113652	47.82	4930518P08Rik
ENSMUSG00000048307	47.44	Ankrd46
ENSMUSG00000112976	46.29	Gm2654
ENSMUSG00000116578	40.60	Gm49633
ENSMUSG00000113509	46.66	Gm19009
ENSMUSG00000116622	52.33	Gm5221
ENSMUSG00000084609	46.83	Gm22199
ENSMUSG00000091243	38.23	Vgll3
ENSMUSG00000021395	43.79	Spin1
ENSMUSG00000110422	49.08	Gm17999
ENSMUSG00000031710	43.07	Ucp1
ENSMUSG00000116631	46.43	Gm7366
ENSMUSG00000115084	46.80	Gm49246
ENSMUSG00000116671	51.86	Gm49635
ENSMUSG00002074945	42.49	7SK
ENSMUSG00000055022	39.16	Cntn1
ENSMUSG00000119593	40.19	Gm22448
ENSMUSG00000062901	40.76	Klhl24
ENSMUSG00000021396	50.80	Nxnl2
ENSMUSG00000071855	41.52	Ccdc112
ENSMUSG00000041438	46.05	Utp4
ENSMUSG00002075045	63.77	
ENSMUSG00000091383	68.73	H2af-ps2
ENSMUSG00000034430	46.08	Zxdc
ENSMUSG00000113521	55.71	Gm29787
ENSMUSG00000113426	44.60	Gm6056
ENSMUSG00000113162	54.39	Gm47554
ENSMUSG00000112959	47.54	Gm32834
ENSMUSG00000067586	50.30	S1pr3
ENSMUSG00000103767	47.93	Gm37858
ENSMUSG00000101746	48.36	2310043L19Rik
ENSMUSG00000117742	47.19	4930415P13Rik
ENSMUSG00000118282	56.57	Gm4840
ENSMUSG00000118002	43.33	Gm4107
ENSMUSG00000064115	35.53	Cadm2
ENSMUSG00000021709	37.12	Erbin
ENSMUSG00002075435	49.59	
ENSMUSG00000046487	58.85	Mospd4
ENSMUSG00000043019	40.47	Edem3
ENSMUSG00002076599	44.68	U6
ENSMUSG00000118116	52.09	Gm3720
ENSMUSG00000033319	40.24	Fem1c
ENSMUSG00000015452	56.26	Ager
ENSMUSG00000056130	43.36	Ticam2
ENSMUSG00000099879	49.79	Gm29123
ENSMUSG00000033184	42.59	Tmed7
ENSMUSG00000113159	47.48	Gm48771
ENSMUSG00000032349	46.30	Elovl5
ENSMUSG00000082604	55.41	Gm8482
ENSMUSG00000047415	48.97	Gpr68
ENSMUSG00000074108	50.08	Rpl10-ps2
ENSMUSG00000041308	43.17	Sntb2
ENSMUSG00000057561	42.11	Eif1a
ENSMUSG00000092482	49.41	Gm20531
ENSMUSG00000111610	44.39	Gm34829
ENSMUSG00000077730	49.61	Gm23609
ENSMUSG00000053716	56.66	Dusp7
ENSMUSG00000042810	49.53	Krba1
ENSMUSG00000118530	40.43	Gm53034
ENSMUSG00000021071	43.87	Trim9
ENSMUSG00000088969	38.18	Gm22085
ENSMUSG00000085464	51.19	Gm16208
ENSMUSG00000111335	46.50	Gm39375
ENSMUSG00000092599	32.97	1700010K23Rik
ENSMUSG00000117780	45.49	Gm3734
ENSMUSG00000111850	40.69	Gm47829
ENSMUSG00000045178	34.72	4933411O13Rik
ENSMUSG00000035151	42.06	Elmod2
ENSMUSG00000033022	42.41	Cdo1
ENSMUSG00000116904	43.50	Gm49640
ENSMUSG00000082823	44.25	Gm15828
ENSMUSG00000116575	36.05	Gm49648
ENSMUSG00000031996	43.13	Aplp2
ENSMUSG00000028514	41.57	Usp24
ENSMUSG00000116666	47.25	Gm49649
ENSMUSG00000116711	41.16	Gm18495
ENSMUSG00000116638	46.85	Gm49650
ENSMUSG00000089385	42.99	Gm24681
ENSMUSG00000116859	52.34	Gm49651
ENSMUSG00000097068	41.45	Gm26760
ENSMUSG00000036218	41.12	Pdzrn4
ENSMUSG00000022914	42.87	Brwd1
ENSMUSG00000039697	40.13	Ncoa7
ENSMUSG00000032905	41.38	Atg12
ENSMUSG00000024480	38.06	Ap3s1
ENSMUSG00000115858	44.04	4930588J15Rik
ENSMUSG00000116309	41.72	Gm49418
ENSMUSG00000116242	53.61	Gm18815
ENSMUSG00000109770	45.75	Gm30085
ENSMUSG00000115921	50.94	Gm18685
ENSMUSG00000035057	42.33	Mgat4d
ENSMUSG00000116124	44.41	Gm49420
ENSMUSG00000097989	54.78	Gm4335
ENSMUSG00002076809	53.85	7SK
ENSMUSG00000013611	45.95	Snx31
ENSMUSG00000015478	52.04	Rnf5
ENSMUSG00000101104	41.06	Gm29247
ENSMUSG00000082136	47.91	Gm15660
ENSMUSG00000117429	39.55	A430019L02Rik
ENSMUSG00000015962	43.86	1700016C15Rik
ENSMUSG00000117599	38.45	Gm49971
ENSMUSG00000031913	48.38	Vps4a
ENSMUSG00000117372	38.35	Gm49972
ENSMUSG00000092395	49.77	Gm20463
ENSMUSG00000024481	42.25	Lvrn
ENSMUSG00000079657	53.66	Rab26
ENSMUSG00000032666	44.29	1700025G04Rik
ENSMUSG00000119886	43.93	Gm23610
ENSMUSG00000028811	47.16	Yars
ENSMUSG00000117630	52.72	Gm49973
ENSMUSG00000073568	43.03	Arl14epl
ENSMUSG00000083734	49.28	Gm16209
ENSMUSG00000078931	49.91	Pdf
ENSMUSG00002075717	57.14	
ENSMUSG00000084557	45.11	Gm25279
ENSMUSG00000100685	47.69	Gm28610
ENSMUSG00000036197	44.09	Gxylt1
ENSMUSG00000117411	47.30	Gm3744
ENSMUSG00000102090	51.93	Gm8964
ENSMUSG00000117588	42.42	Gm49974
ENSMUSG00000031916	48.93	Cog8
ENSMUSG00000103744	47.98	Gm38238
ENSMUSG00000015961	38.38	Adss
ENSMUSG00000042705	42.21	Commd10
ENSMUSG00000042625	51.23	Safb2
ENSMUSG00000002190	44.30	Clgn
ENSMUSG00000022283	42.97	Pabpc1
ENSMUSG00000108181	41.16	C030015A19Rik
ENSMUSG00000044254	52.57	Pcsk9
ENSMUSG00000089657	51.31	Gm16585
ENSMUSG00000072772	54.52	Grcc10
ENSMUSG00000102483	41.20	Catspere1
ENSMUSG00002076877	64.86	
ENSMUSG00000107478	51.99	Gm45234
ENSMUSG00000014980	42.65	Tsen15
ENSMUSG00000089083	41.94	Rnu7
ENSMUSG00000062184	40.35	Hs6st2
ENSMUSG00000004263	53.11	Atn1
ENSMUSG00000087857	41.38	Gm22791
ENSMUSG00000023333	45.55	Gcm1
ENSMUSG00000117621	43.88	Hspe1-rs1
ENSMUSG00000117377	52.86	Gm8468
ENSMUSG00000117350	45.80	Gm49975
ENSMUSG00002075683	92.00	
ENSMUSG00000031917	46.98	Nip7
ENSMUSG00000025418	53.13	Bsnd
ENSMUSG00000111596	51.45	Gm8058
ENSMUSG00000019647	43.86	Sema6a
ENSMUSG00000091003	48.35	Gm7244
ENSMUSG00000111246	50.27	4930517E14Rik
ENSMUSG00000118551	48.70	Gm53010
ENSMUSG00000082968	38.38	Gm14581
ENSMUSG00000055780	39.27	Usp26
ENSMUSG00000039542	43.02	Ncam1
ENSMUSG00000022634	42.85	Yaf2
ENSMUSG00000048794	50.29	Cfap100
ENSMUSG00000026235	42.80	Epha4
ENSMUSG00000085933	47.31	Tmem61
ENSMUSG00000082848	46.54	Gm16066
ENSMUSG00000031919	45.93	Tmed6
ENSMUSG00000086172	45.90	2700068H02Rik
ENSMUSG00000081439	51.41	Gm7840
ENSMUSG00000088792	43.59	Gm22539
ENSMUSG00000033768	53.68	Nrxn2
ENSMUSG00000031118	48.21	Magea14
ENSMUSG00000050390	52.50	C77080
ENSMUSG00000063253	42.25	Scoc
ENSMUSG00000113694	44.11	Gm48747
ENSMUSG00000115037	45.43	Gm49262
ENSMUSG00000112945	44.45	Gm32151
ENSMUSG00000088454	43.27	Gm26371
ENSMUSG00000115537	47.56	Gm6704
ENSMUSG00000115127	45.73	Gm46515
ENSMUSG00000021072	39.17	Tmx1
ENSMUSG00000115834	48.15	Gm10385
ENSMUSG00000040990	41.79	Sh3kbp1
ENSMUSG00000115103	50.31	Gm49263
ENSMUSG00000022635	43.76	Zcrb1
ENSMUSG00000093565	44.67	Rab26os
ENSMUSG00000064768	39.74	Snord60
ENSMUSG00000117423	46.53	Gm33508
ENSMUSG00000113944	42.24	Gm48847
ENSMUSG00000113302	43.73	Gm32219
ENSMUSG00000114005	45.39	Gm24474
ENSMUSG00000088068	47.52	Gm47290
ENSMUSG00000034254	55.05	Agpat1
ENSMUSG00000114159	53.15	Gm48866
ENSMUSG00000112950	46.27	Gm32369
ENSMUSG00000107605	49.20	Gm44117
ENSMUSG00000113900	43.53	Gm40437
ENSMUSG00000030087	54.42	Klf15
ENSMUSG00000004698	38.96	Hdac9
ENSMUSG00000087575	49.74	Gm12976
ENSMUSG00000048758	54.23	Rpl29
ENSMUSG00002075153	57.32	
ENSMUSG00000001333	47.20	Sync
ENSMUSG00000110617	51.83	Gm5910
ENSMUSG00000110448	41.91	Gm33242
ENSMUSG00000047286	41.04	Olfr370
ENSMUSG00000107451	45.78	Gm44421
ENSMUSG00000022285	43.88	Ywhaz
ENSMUSG00000108111	47.88	Gm45901
ENSMUSG00000110478	47.70	Gm18000
ENSMUSG00000033938	54.52	Ndufb7
ENSMUSG00000068551	51.66	Zfp467
ENSMUSG00000079564	45.48	Gm11149
ENSMUSG00000034926	50.28	Dhcr24
ENSMUSG00000119677	43.93	Gm25633
ENSMUSG00000111682	50.15	Gm47543
ENSMUSG00000031921	47.51	Terf2
ENSMUSG00000098012	51.25	Gm8907
ENSMUSG00000111589	50.08	Gm4042
ENSMUSG00000110916	47.27	2310003N18Rik
ENSMUSG00000111359	39.26	Gm39336
ENSMUSG00000058443	48.18	Rpl10-ps3
ENSMUSG00000101304	44.55	Plet1os
ENSMUSG00000032068	45.75	Plet1
ENSMUSG00000032855	50.77	Pkd1
ENSMUSG00000116562	43.20	Gm46542
ENSMUSG00002076891	41.26	7SK
ENSMUSG00000116931	43.74	Gm18496
ENSMUSG00000107073	35.88	4930428D20Rik
ENSMUSG00000063163	44.23	Speer2
ENSMUSG00000042496	44.17	Prdm10
ENSMUSG00000085023	55.07	Gm12744
ENSMUSG00000099141	49.14	Mir6352
ENSMUSG00000057236	41.94	Rbbp4
ENSMUSG00002074946	54.05	
ENSMUSG00000115750	50.82	Gm49282
ENSMUSG00000032649	42.95	Colgalt2
ENSMUSG00000072618	47.42	Gm10384
ENSMUSG00000116588	37.32	Gm49655
ENSMUSG00000116531	44.22	Gm19082
ENSMUSG00000115430	49.07	Gm41300
ENSMUSG00000116794	47.94	Gm49656
ENSMUSG00000115333	48.74	Gm34590
ENSMUSG00000116650	40.47	Gm49657
ENSMUSG00000085884	44.08	Gm15342
ENSMUSG00000062397	43.25	Zfp706
ENSMUSG00002075672	51.61	
ENSMUSG00000117289	49.02	1700093J21Rik
ENSMUSG00000117270	45.77	Gm49953
ENSMUSG00000041540	42.75	Sox5
ENSMUSG00000040681	46.23	Hmgn1
ENSMUSG00000089881	54.59	Gm16280
ENSMUSG00000089775	46.05	Gm16270
ENSMUSG00000097259	44.75	Gm26766
ENSMUSG00002075780	51.06	5S_rRNA
ENSMUSG00000110894	40.67	Gm48335
ENSMUSG00000115848	52.78	Gm9509
ENSMUSG00000089656	44.53	Gm16271
ENSMUSG00000115621	46.72	Gm8664
ENSMUSG00000089804	51.55	Gm16136
ENSMUSG00000111442	39.77	Gm48334
ENSMUSG00000101849	55.81	Gm28386
ENSMUSG00000054362	47.46	Lexm
ENSMUSG00000089666	51.83	Gm16269
ENSMUSG00000101506	47.26	Gm28385
ENSMUSG00000065215	43.29	Gm26263
ENSMUSG00000023147	50.10	Get1
ENSMUSG00000102052	41.06	Gm28387
ENSMUSG00000022286	45.07	Grhl2
ENSMUSG00000001366	44.00	Fbxo9
ENSMUSG00000020070	45.38	Rufy2
ENSMUSG00000026047	39.45	Poglut2
ENSMUSG00002076170	74.47	MIR1225
ENSMUSG00000071054	50.80	Safb
ENSMUSG00000114276	44.34	Gm47849
ENSMUSG00000114637	39.82	Gm47851
ENSMUSG00000098671	65.85	Mir7075
ENSMUSG00000102271	49.81	C630050I24Rik
ENSMUSG00000021448	45.18	Shc3
ENSMUSG00000031924	42.83	Cyb5b
ENSMUSG00000117129	50.83	Gm49928
ENSMUSG00000022707	38.60	Gbe1
ENSMUSG00000034919	52.95	Ttc22
ENSMUSG00000057657	54.61	Rps18-ps3
ENSMUSG00000031708	50.02	Tecr
ENSMUSG00000089949	51.71	Gm16137
ENSMUSG00000057572	45.05	Zbtb8os
ENSMUSG00000089811	49.45	Gm16138
ENSMUSG00000036167	42.40	Pphln1
ENSMUSG00000021357	41.07	Exoc2
ENSMUSG00000032067	43.28	Pts
ENSMUSG00000117515	51.95	Gm6883
ENSMUSG00000117474	42.65	Gm50086
ENSMUSG00000117602	42.22	9130209A04Rik
ENSMUSG00000116792	38.75	D16Ertd519e
ENSMUSG00000118180	41.08	Gm50223
ENSMUSG00000116758	37.73	Gm19291
ENSMUSG00000118259	41.87	Gm5095
ENSMUSG00000116742	43.44	Gm49665
ENSMUSG00000116800	37.95	Gm29823
ENSMUSG00000117765	49.33	Gm5236
ENSMUSG00000116750	38.81	4931420L22Rik
ENSMUSG00000119019	44.86	Gm24968
ENSMUSG00000116791	35.44	Gm18918
ENSMUSG00000118139	43.65	Gm41720
ENSMUSG00000116759	37.30	Gm49666
ENSMUSG00000118113	40.68	Gm4146
ENSMUSG00000116982	36.54	4930567J20Rik
ENSMUSG00000049760	51.16	Micos13
ENSMUSG00000118110	41.10	Gm50224
ENSMUSG00000065924	48.85	Gm22797
ENSMUSG00000116664	39.06	Gm18549
ENSMUSG00000116966	38.90	Gm18550
ENSMUSG00000118267	39.06	G630055G22Rik
ENSMUSG00000116901	40.32	Gm49667
ENSMUSG00000116769	34.46	8030451O07Rik
ENSMUSG00000043572	51.59	Pars2
ENSMUSG00000059040	49.51	Eno1b
ENSMUSG00000057863	63.89	Rpl36
ENSMUSG00000080878	48.45	Btf3-ps14
