	Gene name	Gene % GC content
ENSMUSG00000032033	Barx2	43.78
ENSMUSG00000032034	Kcnj5	47.53
ENSMUSG00000032035	Ets1	44.79
ENSMUSG00000032036	Kirrel3	45.45
ENSMUSG00000032038	St3gal4	44.0
ENSMUSG00000032040	Dcps	46.19
ENSMUSG00000032041	Tirap	45.61
ENSMUSG00000032042	Srpr	43.13
ENSMUSG00000032044	Rpusd4	44.02
ENSMUSG00000032046	Abhd12	43.91
ENSMUSG00000032047	Acat1	44.19
ENSMUSG00000032048	4930510E17Rik	40.35
ENSMUSG00000032050	Rdx	40.96
ENSMUSG00000032051	Fdx1	41.27
ENSMUSG00000032053	Pou2af1	42.7
ENSMUSG00000032056	Btg4	41.88
ENSMUSG00000032057	Hoatz	40.39
ENSMUSG00000032058	Ppp2r1b	46.9
ENSMUSG00000032059	Alg9	45.27
ENSMUSG00000032060	Cryab	50.34
ENSMUSG00000032062	2310030G06Rik	44.51
ENSMUSG00000032064	Dixdc1	45.61
ENSMUSG00000032065	Tex12	37.08
ENSMUSG00000032066	Bco2	41.94
ENSMUSG00000032067	Pts	43.28
ENSMUSG00000032068	Plet1	45.75
ENSMUSG00000032076	Cadm1	43.27
ENSMUSG00000032077	Bud13	46.02
ENSMUSG00000032078	Zpr1	48.23
ENSMUSG00000032079	Apoa5	55.37
ENSMUSG00000032080	Apoa4	55.57
ENSMUSG00000032081	Apoc3	54.99
ENSMUSG00000032083	Apoa1	55.75
ENSMUSG00000032085	Tagln	50.09
ENSMUSG00000032086	Bace1	49.02
ENSMUSG00000032087	Dscaml1	49.06
ENSMUSG00000032089	Il10ra	50.0
ENSMUSG00000032091	Tmprss4	49.15
ENSMUSG00000032092	Mpzl2	45.23
ENSMUSG00000032093	Cd3e	46.65
ENSMUSG00000032094	Cd3d	46.87
ENSMUSG00000032096	Arcn1	41.3
ENSMUSG00000032097	Ddx6	40.77
ENSMUSG00000032098	Treh	50.78
ENSMUSG00000032099	Pate4	37.72
ENSMUSG00000032101	Ddx25	45.96
ENSMUSG00000032103	Pus3	39.78
ENSMUSG00000032105	Pdzd3	54.45
ENSMUSG00000032108	Pate6	38.92
ENSMUSG00000032109	Nlrx1	51.73
ENSMUSG00000032110	Acrv1	41.61
ENSMUSG00000032112	Trappc4	47.66
ENSMUSG00000032113	Chek1	39.51
ENSMUSG00000032114	Slc37a4	54.49
ENSMUSG00000032115	Hyou1	51.04
ENSMUSG00000032116	Stt3a	39.86
ENSMUSG00000032118	Fez1	43.0
ENSMUSG00000032119	Hinfp	46.8
ENSMUSG00000032120	C2cd2l	52.96
ENSMUSG00000032121	Tmem218	44.45
ENSMUSG00000032122	Slc37a2	48.25
ENSMUSG00000032123	Dpagt1	47.36
ENSMUSG00000032125	Robo4	49.35
ENSMUSG00000032126	Hmbs	49.54
ENSMUSG00000032127	Vps11	47.87
ENSMUSG00000032128	Robo3	50.83
ENSMUSG00000032131	Abcg4	52.89
ENSMUSG00000032135	Mcam	54.39
ENSMUSG00000032171	Pin1	51.33
ENSMUSG00000032172	Olfm2	48.68
ENSMUSG00000032174	Icam5	57.01
ENSMUSG00000032175	Tyk2	50.63
ENSMUSG00000032177	Pde4a	50.8
ENSMUSG00000032178	Ilf3	47.05
ENSMUSG00000032179	Bmp5	38.03
ENSMUSG00000032180	Tmed1	54.67
ENSMUSG00000032181	Scg3	42.53
ENSMUSG00000032182	Yipf2	52.38
ENSMUSG00000032184	Lysmd2	45.86
ENSMUSG00000032185	Carm1	48.12
ENSMUSG00000032186	Tmod2	44.55
ENSMUSG00000032187	Smarca4	47.08
ENSMUSG00000032191	Bcl2l10	49.33
ENSMUSG00000032192	Gnb5	47.34
ENSMUSG00000032193	Ldlr	50.49
ENSMUSG00000032194	Kank2	51.01
ENSMUSG00000032198	Dock6	53.24
ENSMUSG00000032199	Polr2m	45.82
ENSMUSG00000032202	Rab27a	46.7
ENSMUSG00000032204	Aqp9	45.35
ENSMUSG00000032207	Lipc	46.26
ENSMUSG00000032212	Sltm	40.12
ENSMUSG00000032215	Rsl24d1	45.97
ENSMUSG00000032216	Nedd4	42.7
ENSMUSG00000032217	Rnf111	39.79
ENSMUSG00000032218	Ccnb2	46.65
ENSMUSG00000032220	Myo1e	45.74
ENSMUSG00000032221	Mns1	43.08
ENSMUSG00000032224	Fam81a	45.81
ENSMUSG00000032226	Gcnt3	44.76
ENSMUSG00000032228	Tcf12	37.84
ENSMUSG00000032231	Anxa2	47.34
ENSMUSG00000032232	Cgnl1	46.89
ENSMUSG00000032235	Ice2	38.63
ENSMUSG00000032238	Rora	44.77
ENSMUSG00000032239	Rp9	45.49
ENSMUSG00000032243	Itga11	49.98
ENSMUSG00000032244	Fem1b	42.74
ENSMUSG00000032245	Cln6	51.86
ENSMUSG00000032246	Calml4	47.71
ENSMUSG00000032249	Anp32a	51.08
ENSMUSG00000032251	Irak1bp1	41.17
ENSMUSG00000032252	Glce	39.09
ENSMUSG00000032253	Phip	35.46
ENSMUSG00000032254	Kif23	43.05
ENSMUSG00000032257	Ankk1	48.19
ENSMUSG00000032258	Lca5	41.95
ENSMUSG00000032259	Drd2	45.95
ENSMUSG00000032261	Sh3bgrl2	44.22
ENSMUSG00000032262	Elovl4	42.65
ENSMUSG00000032263	Bckdhb	41.5
ENSMUSG00000032264	Zw10	43.52
ENSMUSG00000032265	Tent5a	44.36
ENSMUSG00000032267	Usp28	44.67
ENSMUSG00000032268	Tmprss5	46.57
ENSMUSG00000032269	Htr3a	48.36
ENSMUSG00000032271	Nnmt	45.01
ENSMUSG00000032274	Cyp19a1	44.7
ENSMUSG00000032278	Paqr5	48.65
ENSMUSG00000032279	Idh3a	45.08
ENSMUSG00000032280	Tle3	52.22
ENSMUSG00000032281	Acsbg1	47.7
ENSMUSG00000032285	Dnaja4	48.97
ENSMUSG00000032288	Imp3	55.74
ENSMUSG00000032289	Thsd4	45.52
ENSMUSG00000032290	Ptpn9	41.71
ENSMUSG00000032291	Crabp1	48.14
ENSMUSG00000032292	Nr2e3	50.09
ENSMUSG00000032293	Ireb2	38.42
ENSMUSG00000032294	Pkm	48.14
ENSMUSG00000032295	Man2c1	52.62
ENSMUSG00000032297	Celf6	47.71
ENSMUSG00000032298	Neil1	53.45
ENSMUSG00000032299	Commd4	55.87
ENSMUSG00000032300	1700017B05Rik	55.56
ENSMUSG00000032301	Psma4	45.85
ENSMUSG00000032303	Chrna3	47.21
ENSMUSG00000032305	Fam219b	51.33
ENSMUSG00000032306	Mpi	49.98
ENSMUSG00000032307	Ube2q2	40.28
ENSMUSG00000032308	Ulk3	54.7
ENSMUSG00000032309	Fbxo22	44.75
ENSMUSG00000032310	Cyp1a2	48.83
ENSMUSG00000032311	Nrg4	42.02
ENSMUSG00000032312	Csk	52.83
ENSMUSG00000032313	Tmem266	47.35
ENSMUSG00000032314	Etfa	39.45
ENSMUSG00000032315	Cyp1a1	47.64
ENSMUSG00000032316	Clk3	52.03
ENSMUSG00000032318	Isl2	54.92
ENSMUSG00000032320	Rcn2	39.63
ENSMUSG00000032322	Pstpip1	51.57
ENSMUSG00000032323	Cyp11a1	48.23
ENSMUSG00000032324	Tspan3	43.56
ENSMUSG00000032327	Stra6	50.69
ENSMUSG00000032328	Tmem30a	37.28
ENSMUSG00000032329	Hmg20a	41.81
ENSMUSG00000032330	Cox7a2	41.04
ENSMUSG00000032332	Col12a1	39.5
ENSMUSG00000032333	Stoml1	52.23
ENSMUSG00000032334	Loxl1	52.28
ENSMUSG00000032336	Nptn	39.19
ENSMUSG00000032338	Hcn4	52.72
ENSMUSG00000032340	Neo1	38.46
ENSMUSG00000032342	Mto1	44.24
ENSMUSG00000032343	Impg1	40.87
ENSMUSG00000032344	Cgas	44.86
ENSMUSG00000032346	Ooep	47.46
ENSMUSG00000032348	Gsta4	44.09
ENSMUSG00000032349	Elovl5	46.3
ENSMUSG00000032350	Gclc	44.39
ENSMUSG00000032352	Lrrc1	45.6
ENSMUSG00000032353	Tmed3	49.17
ENSMUSG00000032355	Mlip	38.8
ENSMUSG00000032356	Rasgrf1	45.8
ENSMUSG00000032357	Tinag	37.38
ENSMUSG00000032358	Fam83b	39.3
ENSMUSG00000032359	Ctsh	47.74
ENSMUSG00000032360	Hcrtr2	37.71
ENSMUSG00000032363	Adamts7	52.11
ENSMUSG00000032366	Tpm1	47.5
ENSMUSG00000032368	Zic1	46.69
ENSMUSG00000032369	Plscr1	39.97
ENSMUSG00000032370	Lactb	42.57
ENSMUSG00000032372	Plscr2	37.66
ENSMUSG00000032373	Car12	46.67
ENSMUSG00000032374	Plod2	40.62
ENSMUSG00000032375	Aph1b	40.58
ENSMUSG00000032376	Usp3	39.91
ENSMUSG00000032377	Plscr4	39.31
ENSMUSG00000032380	Dapk2	47.04
ENSMUSG00000032381	Ciao2a	44.41
ENSMUSG00000032382	Snx1	44.11
ENSMUSG00000032383	Ppib	49.38
ENSMUSG00000032384	Csnk1g1	40.38
ENSMUSG00000032386	Trip4	41.34
ENSMUSG00000032387	Rbpms2	47.79
ENSMUSG00000032388	Spg21	45.11
ENSMUSG00000032392	Parp16	47.03
ENSMUSG00000032393	Dpp8	41.84
ENSMUSG00000032394	Igdcc3	50.37
ENSMUSG00000032396	Dis3l	46.05
ENSMUSG00000032397	Tipin	41.1
ENSMUSG00000032398	Snapc5	44.0
ENSMUSG00000032399	Rpl4	42.71
ENSMUSG00000032400	Zwilch	40.63
ENSMUSG00000032401	Lctl	46.42
ENSMUSG00000032402	Smad3	50.14
ENSMUSG00000032403	2300009A05Rik	39.19
ENSMUSG00000032405	Pias1	40.95
ENSMUSG00000032407	U2surp	37.66
ENSMUSG00000032409	Atr	36.32
ENSMUSG00000032410	Xrn1	39.82
ENSMUSG00000032411	Tfdp2	40.69
ENSMUSG00000032412	Atp1b3	42.29
ENSMUSG00000032413	Rasa2	40.01
ENSMUSG00000032415	Ube2cbp	40.92
ENSMUSG00000032417	Rwdd2a	49.6
ENSMUSG00000032418	Me1	41.64
ENSMUSG00000032419	Tbx18	40.65
ENSMUSG00000032420	Nt5e	44.48
ENSMUSG00000032422	Snx14	40.39
ENSMUSG00000032423	Syncrip	37.29
ENSMUSG00000032425	Zfp949	41.91
ENSMUSG00000032431	Crtap	50.36
ENSMUSG00000032434	Cmtm6	47.29
ENSMUSG00000032435	Dync1li1	44.46
ENSMUSG00000032436	Cmtm7	50.21
ENSMUSG00000032437	Stt3b	42.21
ENSMUSG00000032440	Tgfbr2	46.79
ENSMUSG00000032443	Zcwpw2	41.98
ENSMUSG00000032446	Eomes	49.53
ENSMUSG00000032449	Slc25a36	39.39
ENSMUSG00000032451	Trim42	45.09
ENSMUSG00000032452	Clstn2	43.48
ENSMUSG00000032454	Rbp2	46.25
ENSMUSG00000032456	Nmnat3	46.25
ENSMUSG00000032458	Copb2	41.17
ENSMUSG00000032459	Mrps22	44.83
ENSMUSG00000032462	Pik3cb	44.03
ENSMUSG00000032463	Faim	44.49
ENSMUSG00000032468	Armc8	41.1
ENSMUSG00000032469	Dbr1	42.33
ENSMUSG00000032470	Mras	48.44
ENSMUSG00000032473	Cldn18	44.98
ENSMUSG00000032475	Nck1	38.26
ENSMUSG00000032477	Cdc25a	46.42
ENSMUSG00000032478	Nme6	47.01
ENSMUSG00000032479	Map4	41.82
ENSMUSG00000032480	Dhx30	46.45
ENSMUSG00000032481	Smarcc1	41.45
ENSMUSG00000032482	Cspg5	51.18
ENSMUSG00000032484	Ngp	47.64
ENSMUSG00000032485	Scap	47.4
ENSMUSG00000032487	Ptgs2	38.16
ENSMUSG00000032489	Kif9	45.75
ENSMUSG00000032491	Nradd	54.16
ENSMUSG00000032492	Pth1r	55.04
ENSMUSG00000032493	Prss44	47.45
ENSMUSG00000032494	Tdgf1	46.78
ENSMUSG00000032495	Lrrc2	44.76
ENSMUSG00000032496	Ltf	46.64
ENSMUSG00000032497	Lrrfip2	42.07
ENSMUSG00000032498	Mlh1	44.21
ENSMUSG00000032500	Dclk3	46.56
ENSMUSG00000032501	Trib1	52.18
ENSMUSG00000032502	Stac	44.0
ENSMUSG00000032503	Arpp21	42.65
ENSMUSG00000032504	Pdcd6ip	42.6
ENSMUSG00000032507	Fbxl2	47.41
ENSMUSG00000032508	Myd88	52.15
ENSMUSG00000032511	Scn5a	52.31
ENSMUSG00000032512	Wdr48	46.37
ENSMUSG00000032513	Gorasp1	53.02
ENSMUSG00000032514	Ttc21a	51.9
ENSMUSG00000032515	Csrnp1	53.92
ENSMUSG00000032517	Mobp	46.53
ENSMUSG00000032518	Rpsa	50.54
ENSMUSG00000032519	Slc25a38	50.75
ENSMUSG00000032523	Hhatl	57.12
ENSMUSG00000032525	Nktr	40.79
ENSMUSG00000032526	Ss18l2	46.83
ENSMUSG00000032527	Pccb	45.46
ENSMUSG00000032528	Vipr1	52.94
ENSMUSG00000032530	Lyzl4	48.77
ENSMUSG00000032531	Amotl2	52.92
ENSMUSG00000032532	Cck	49.16
ENSMUSG00000032534	Cep63	42.87
ENSMUSG00000032536	Trak1	49.96
ENSMUSG00000032537	Ephb1	46.0
ENSMUSG00000032540	Abhd5	42.39
ENSMUSG00000032547	Ryk	44.36
ENSMUSG00000032548	Slco2a1	48.22
ENSMUSG00000032549	Rab6b	50.83
ENSMUSG00000032551	1110059G10Rik	41.2
ENSMUSG00000032553	Srprb	45.87
ENSMUSG00000032554	Trf	47.08
ENSMUSG00000032555	Topbp1	41.64
ENSMUSG00000032556	Bfsp2	46.38
ENSMUSG00000032557	Uba5	43.69
ENSMUSG00000032558	Nphp3	43.8
ENSMUSG00000032560	Dnajc13	42.04
ENSMUSG00000032561	Acpp	44.35
ENSMUSG00000032562	Gnai2	53.95
ENSMUSG00000032563	Mrpl3	43.9
ENSMUSG00000032564	Cpne4	41.91
ENSMUSG00000032565	Nudt16	50.68
ENSMUSG00000032566	Nudt16l2	52.43
ENSMUSG00000032567	Aste1	40.63
ENSMUSG00000032570	Atp2c1	41.01
ENSMUSG00000032571	Pik3r4	45.37
ENSMUSG00000032572	Col6a4	44.94
ENSMUSG00000032575	Manf	43.69
ENSMUSG00000032577	Mapkapk3	49.77
ENSMUSG00000032578	Cish	52.61
ENSMUSG00000032579	Hemk1	51.84
ENSMUSG00000032580	Rbm5	41.75
ENSMUSG00000032582	Rbm6	39.57
ENSMUSG00000032583	Mon1a	48.76
ENSMUSG00000032584	Mst1r	53.51
ENSMUSG00000032586	Traip	49.06
ENSMUSG00000032589	Bsn	50.66
ENSMUSG00000032590	Apeh	54.3
ENSMUSG00000032591	Mst1	55.21
ENSMUSG00000032593	Amigo3	56.78
ENSMUSG00000032594	Ip6k1	44.29
ENSMUSG00000032595	Cdhr4	51.29
ENSMUSG00000032596	Uba7	54.51
ENSMUSG00000032598	Nckipsd	54.25
ENSMUSG00000032599	Ip6k2	44.25
ENSMUSG00000032601	Prkar2a	43.17
ENSMUSG00000032602	Slc25a20	46.11
ENSMUSG00000032604	Qars	48.85
ENSMUSG00000032606	Nicn1	47.31
ENSMUSG00000032607	Amt	47.28
ENSMUSG00000032609	Klhdc8b	52.38
ENSMUSG00000032611	1700102P08Rik	45.86
ENSMUSG00000032612	Usp4	46.11
ENSMUSG00000032615	Nt5m	47.65
ENSMUSG00000032621	Srek1	39.26
ENSMUSG00000032623	Oas1d	49.87
ENSMUSG00000032624	Eml4	40.79
ENSMUSG00000032625	Thsd7a	37.69
ENSMUSG00000032633	Flcn	52.17
ENSMUSG00000032637	Atxn2l	51.38
ENSMUSG00000032640	Chsy1	43.83
ENSMUSG00000032641	Gpr19	45.03
ENSMUSG00000032643	Fhl3	54.34
ENSMUSG00000032648	Pygm	52.41
ENSMUSG00000032649	Colgalt2	42.95
ENSMUSG00000032652	Crebl2	44.45
ENSMUSG00000032656	Marchf3	43.18
ENSMUSG00000032657	Fam189b	55.99
ENSMUSG00000032661	Oas3	50.76
ENSMUSG00000032666	1700025G04Rik	44.29
ENSMUSG00000032667	Pon2	41.67
ENSMUSG00000032671	A930018P22Rik	53.71
ENSMUSG00000032673	Prorsd1	40.49
ENSMUSG00000032679	Cd59a	45.19
ENSMUSG00000032680	6820408C15Rik	46.28
ENSMUSG00000032688	Malt1	39.15
ENSMUSG00000032690	Oas2	48.91
ENSMUSG00000032691	Nlrp3	45.97
ENSMUSG00000032698	Lmo2	46.59
ENSMUSG00000032702	Kank1	45.81
ENSMUSG00000032705	Exd2	42.48
ENSMUSG00000032712	Resf1	39.55
ENSMUSG00000032714	Syde1	53.55
ENSMUSG00000032715	Trib3	51.78
ENSMUSG00000032717	Mdfi	52.42
ENSMUSG00000032718	Mansc1	45.85
ENSMUSG00000032719	Sbspon	42.13
ENSMUSG00000032724	Abtb2	46.41
ENSMUSG00000032725	Folr2	44.56
ENSMUSG00000032726	Bmp8a	52.37
ENSMUSG00000032727	Mier3	44.13
ENSMUSG00000032733	Snx33	51.2
ENSMUSG00000032735	Ablim3	46.38
ENSMUSG00000032737	Inppl1	53.03
ENSMUSG00000032739	Pram1	49.12
ENSMUSG00000032740	Ccdc88a	36.82
ENSMUSG00000032741	Tpcn1	52.84
ENSMUSG00000032743	Katnip	47.58
ENSMUSG00000032744	Heyl	51.44
ENSMUSG00000032745	Gpbp1	37.64
ENSMUSG00000032750	Gab3	40.08
ENSMUSG00000032754	Slc8b1	52.0
ENSMUSG00000032757	Bet1	36.65
ENSMUSG00000032758	Kap	41.69
ENSMUSG00000032763	Ilvbl	51.04
ENSMUSG00000032766	Gng11	43.17
ENSMUSG00000032769	Trpa1	38.57
ENSMUSG00000032773	Chrm1	48.15
ENSMUSG00000032776	Mctp2	39.92
ENSMUSG00000032777	Gtf3c1	48.44
ENSMUSG00000032782	Cntrob	48.31
ENSMUSG00000032783	Troap	52.46
ENSMUSG00000032786	Alas1	49.31
ENSMUSG00000032788	Pdxk	52.45
ENSMUSG00000032796	Lama1	45.63
ENSMUSG00000032802	Srxn1	51.77
ENSMUSG00000032803	Cdv3	44.02
ENSMUSG00000032806	Slc10a3	49.55
ENSMUSG00000032807	Alox12b	51.28
ENSMUSG00000032808	Cyp2c38	38.57
ENSMUSG00000032812	Arap1	52.43
ENSMUSG00000032815	Fanca	48.27
ENSMUSG00000032816	Igdcc4	50.77
ENSMUSG00000032818	Loxhd1	46.77
ENSMUSG00000032826	Ank2	41.45
ENSMUSG00000032827	Ppp1r9a	41.44
ENSMUSG00000032834	Pwp2	54.43
ENSMUSG00000032839	Trpc1	38.83
ENSMUSG00000032840	Spring1	50.55
ENSMUSG00000032841	Prr5l	45.56
ENSMUSG00000032842	Abcc10	52.88
ENSMUSG00000032845	Alpk2	45.44
ENSMUSG00000032846	Zswim6	42.78
ENSMUSG00000032849	Abcc4	46.56
ENSMUSG00000032850	Rnft2	51.05
ENSMUSG00000032852	Rspo4	51.4
ENSMUSG00000032854	Ugt8a	37.89
ENSMUSG00000032855	Pkd1	50.77
ENSMUSG00000032860	P2ry2	51.71
ENSMUSG00000032864	Rag2	41.17
ENSMUSG00000032867	Fbxw8	50.48
ENSMUSG00000032869	Psmf1	44.28
ENSMUSG00000032870	Smap2	43.35
ENSMUSG00000032872	Cyb5r4	40.35
ENSMUSG00000032875	Arhgef17	52.71
ENSMUSG00000032878	Ccdc85a	37.93
ENSMUSG00000032883	Acsl3	42.55
ENSMUSG00000032889	Gm6685	51.09
ENSMUSG00000032890	Rims3	50.97
ENSMUSG00000032892	Rangrf	52.18
ENSMUSG00000032894	1700031F05Rik	50.43
ENSMUSG00000032897	Nfyc	41.71
ENSMUSG00000032898	Fbxo21	52.62
ENSMUSG00000032899	Styk1	41.02
ENSMUSG00000032900	Tex43	43.54
ENSMUSG00000032902	Slc16a1	42.42
ENSMUSG00000032905	Atg12	41.38
ENSMUSG00000032908	Sgpp2	44.37
ENSMUSG00000032911	Cspg4	54.84
ENSMUSG00000032913	Lrig2	43.44
ENSMUSG00000032915	Adgre4	38.57
ENSMUSG00000032921	Odf4	47.47
ENSMUSG00000032925	Itgbl1	38.15
ENSMUSG00000032932	Hspa13	39.5
ENSMUSG00000032936	Camkv	52.3
ENSMUSG00000032937	Fshr	40.33
ENSMUSG00000032939	Nup93	42.81
ENSMUSG00000032940	Rbm11	39.75
ENSMUSG00000032942	Ucp3	50.67
ENSMUSG00000032946	Rasgrp2	53.39
ENSMUSG00000032948	Lipi	36.28
ENSMUSG00000032952	Ap4b1	42.5
ENSMUSG00000032959	Pebp1	52.72
ENSMUSG00000032965	Ift57	39.29
ENSMUSG00000032966	Fkbp1a	45.93
ENSMUSG00000032968	Inha	53.5
ENSMUSG00000032977	Fam207a	50.89
ENSMUSG00000032978	Guca2b	53.24
ENSMUSG00000032985	5730522E02Rik	39.05
ENSMUSG00000032987	Olfr281	44.89
ENSMUSG00000032988	Slc16a8	59.79
ENSMUSG00000032997	Chpf	58.26
ENSMUSG00000032998	Foxj3	39.86
ENSMUSG00000032999	Nlrp4f	39.75
ENSMUSG00000033004	Mycbp2	37.78
ENSMUSG00000033006	Sox10	57.81
ENSMUSG00000033007	Asic4	53.47
ENSMUSG00000033009	Ogfod1	43.4
ENSMUSG00000033014	Trim33	37.94
ENSMUSG00000033015	4933427E13Rik	38.91
ENSMUSG00000033016	Nfatc1	50.91
ENSMUSG00000033020	Polr2f	51.06
ENSMUSG00000033021	Gmppa	53.12
ENSMUSG00000033022	Cdo1	42.41
ENSMUSG00000033024	Klra9	35.82
ENSMUSG00000033027	Klrc3	36.5
ENSMUSG00000033029	1700088E04Rik	51.71
ENSMUSG00000033031	Cip2a	36.45
ENSMUSG00000033032	Afap1l1	48.13
ENSMUSG00000033033	Calhm2	48.95
ENSMUSG00000033036	Gm7879	46.12
ENSMUSG00000033039	Micall1	53.62
ENSMUSG00000033044	Dhrs7c	46.37
ENSMUSG00000033047	Eif3l	47.67
ENSMUSG00000033053	1700028P14Rik	41.69
ENSMUSG00000033054	Npat	37.6
ENSMUSG00000033055	Ankrd54	52.04
ENSMUSG00000033059	Pygb	48.36
ENSMUSG00000033060	Lmo7	41.94
ENSMUSG00000033061	Resp18	47.37
ENSMUSG00000033063	Cntnap3	38.51
ENSMUSG00000033065	Pfkm	48.49
ENSMUSG00000033066	Gas7	47.41
ENSMUSG00000033068	Entpd6	49.16
ENSMUSG00000033075	Senp1	43.2
ENSMUSG00000033080	Vsx1	46.9
ENSMUSG00000033082	Clec1a	38.89
ENSMUSG00000033083	Tbc1d4	42.69
ENSMUSG00000033088	Triobp	53.31
ENSMUSG00000033096	Apmap	43.06
ENSMUSG00000033099	Nol12	52.48
ENSMUSG00000033102	Cdc14b	43.49
ENSMUSG00000033105	Lss	49.28
ENSMUSG00000033106	Slc7a6os	43.26
ENSMUSG00000033107	Rnf125	43.95
ENSMUSG00000033111	3830406C13Rik	40.75
ENSMUSG00000033114	Slc35d2	42.86
ENSMUSG00000033122	Hsd17b3	44.6
ENSMUSG00000033124	Atg9a	52.42
ENSMUSG00000033126	Ybey	49.12
ENSMUSG00000033128	Gga1	56.17
ENSMUSG00000033147	Slc22a15	45.05
ENSMUSG00000033149	Phldb2	41.06
ENSMUSG00000033152	Podxl2	51.0
ENSMUSG00000033156	Cst10	41.53
ENSMUSG00000033157	Abhd10	40.36
ENSMUSG00000033159	Cnppd1	49.58
ENSMUSG00000033161	Atp1a1	48.23
ENSMUSG00000033166	Dis3	39.87
ENSMUSG00000033170	Card10	54.47
ENSMUSG00000033174	Mgll	50.82
ENSMUSG00000033177	Tmprss7	41.51
ENSMUSG00000033182	Kbtbd12	42.92
ENSMUSG00000033184	Tmed7	42.59
ENSMUSG00000033186	Mzt1	41.55
ENSMUSG00000033187	BC016579	42.0
ENSMUSG00000033191	Tie1	52.3
ENSMUSG00000033192	Lpcat2	41.71
ENSMUSG00000033196	Myh2	42.63
ENSMUSG00000033200	Tpsg1	54.06
ENSMUSG00000033207	Mamdc2	42.33
ENSMUSG00000033208	S100b	47.06
ENSMUSG00000033209	Ttc28	46.78
ENSMUSG00000033210	Slc9c1	39.64
ENSMUSG00000033213	AA467197	43.32
ENSMUSG00000033214	Slitrk5	50.62
ENSMUSG00000033216	Eefsec	46.5
ENSMUSG00000033219	Gm9758	45.12
ENSMUSG00000033220	Rac2	53.4
ENSMUSG00000033222	Ttf2	45.28
ENSMUSG00000033227	Wnt6	53.1
ENSMUSG00000033228	Scaf11	40.1
ENSMUSG00000033233	Trim45	49.23
ENSMUSG00000033237	Arid2	41.67
ENSMUSG00000033249	Hsf4	53.63
ENSMUSG00000033253	Szt2	52.04
ENSMUSG00000033255	Gm5134	45.47
ENSMUSG00000033256	Shf	52.24
ENSMUSG00000033257	Ttll4	43.92
ENSMUSG00000033268	Duox1	48.96
ENSMUSG00000033272	Slc35a4	52.1
ENSMUSG00000033276	Stk36	46.63
ENSMUSG00000033278	Ptprm	43.37
ENSMUSG00000033282	Rpgrip1l	39.84
ENSMUSG00000033285	Wdr3	42.31
ENSMUSG00000033287	Kctd17	57.83
ENSMUSG00000033294	Noc4l	54.72
ENSMUSG00000033295	Ptprf	53.64
ENSMUSG00000033306	Lpp	41.54
ENSMUSG00000033307	Mif	62.27
ENSMUSG00000033308	Dpyd	37.65
ENSMUSG00000033313	Fbxl8	52.04
ENSMUSG00000033316	Galnt9	49.06
ENSMUSG00000033318	Gstt2	49.1
ENSMUSG00000033319	Fem1c	40.24
ENSMUSG00000033323	Ctdp1	48.61
ENSMUSG00000033326	Kdm4a	49.88
ENSMUSG00000033327	Tnxb	52.77
ENSMUSG00000033335	Dnm2	50.32
ENSMUSG00000033342	Plppr5	38.78
ENSMUSG00000033343	Magea4	46.62
ENSMUSG00000033350	Chst2	48.18
ENSMUSG00000033352	Map2k4	39.91
ENSMUSG00000033355	Rtp4	42.57
ENSMUSG00000033356	Pus7l	44.63
ENSMUSG00000033361	Prrg3	47.8
ENSMUSG00000033364	Usp37	40.08
ENSMUSG00000033365	Ipo13	51.65
ENSMUSG00000033368	Trim69	42.21
ENSMUSG00000033373	Fntb	46.59
ENSMUSG00000033377	Palmd	41.86
ENSMUSG00000033379	Atp6v0b	55.09
ENSMUSG00000033382	Trappc8	39.47
ENSMUSG00000033383	Rtp1	48.32
ENSMUSG00000033386	Frrs1	43.12
ENSMUSG00000033389	Arhgap44	45.72
ENSMUSG00000033392	Clasp2	40.85
ENSMUSG00000033396	Spg11	45.0
ENSMUSG00000033400	Agl	41.88
ENSMUSG00000033405	Nudt15	43.82
ENSMUSG00000033409	Syce1l	46.94
ENSMUSG00000033411	Ctdspl2	38.08
ENSMUSG00000033416	Gucd1	45.16
ENSMUSG00000033417	Cacul1	38.87
ENSMUSG00000033419	Snap91	41.47
ENSMUSG00000033420	Antxr1	46.88
ENSMUSG00000033423	Eri3	47.08
ENSMUSG00000033427	Upb1	46.17
ENSMUSG00000033429	Mcee	42.31
ENSMUSG00000033430	Terf2ip	45.64
ENSMUSG00000033434	Gtpbp6	60.55
ENSMUSG00000033436	Armcx2	51.72
ENSMUSG00000033439	Trmt13	41.46
ENSMUSG00000033444	Specc1l	43.13
ENSMUSG00000033446	Lpar6	36.39
ENSMUSG00000033450	Tagap	45.37
ENSMUSG00000033453	Adamts15	49.06
ENSMUSG00000033454	Zbtb1	43.01
ENSMUSG00000033458	Fan1	47.34
ENSMUSG00000033460	Armcx1	44.48
ENSMUSG00000033467	Crlf2	59.11
ENSMUSG00000033470	Cysltr2	41.28
ENSMUSG00000033475	Tomm6	52.33
ENSMUSG00000033478	Fam160b1	47.58
ENSMUSG00000033486	Catsper2	42.83
ENSMUSG00000033487	Fndc3a	39.12
ENSMUSG00000033488	Cryzl2	44.42
ENSMUSG00000033491	Prss35	44.56
ENSMUSG00000033498	Strc	48.16
ENSMUSG00000033499	Larp4b	41.5
ENSMUSG00000033501	Crygs	45.82
